index,uid,cluster,friend_count,status_count,follower_count,friends_day,statuses_day,followers_day,retweet_pro,dmention_pro,reply_pro,retweet_div,reply_div,mention_div,i,we,negate,swear,social,posemo,negemo,body,health,ingest,prostr
2240,2620,0,2123,5694,1857,1.4412763069,3.8655804481,1.2606924644,0.7078610603,0.668738574,0.0577696527,5.8125024721,4.3546196119,3.1111952993,0.0912217491,0.0026203734,0.0320995742,0.010645267,0.1341303636,0.0453652145,0.0607599083,0.0163773338,0.0134294137,0.0099901736,0.0003656307
2241,2621,0,200,150,107,0.9174311927,0.6880733945,0.4908256881,0.1258741259,0.1258741259,0,2.8332133441,0,1.0986122887,0.1483870968,0.0016129032,0.0338709677,0.0064516129,0.0548387097,0.0290322581,0.0209677419,0.0298387097,0.0153225806,0.0758064516,0
2242,2622,0,182,524,113,0.3547758285,1.0214424951,0.2202729045,0.6097560976,0.4634146341,0.0097560976,4.1637549125,0.6365141683,2.2450352741,0.1061598952,0.00327654,0.0366972477,0.0203145478,0.0760157274,0.0288335518,0.0642201835,0.0412844037,0.0439056356,0.0701179554,0.0024390244
2243,2623,0,472,1361,951,1.7811320755,5.1358490566,3.5886792453,0.0851544838,0.1951770912,0.2675207234,5.1644504155,4.0496710262,1.9237796346,0.0667725498,0.0053603335,0.020051618,0.0018529548,0.086493283,0.0399708821,0.0190589637,0.0119780293,0.0157501158,0.0431473761,0
2244,2625,0,168,1231,219,0.5333333333,3.9079365079,0.6952380952,0.0875729775,0.1451209341,0.1609674729,4.3459743881,3.0967641362,2.0174019505,0.1259652225,0.0024167403,0.0262304745,0.0058944887,0.0674329502,0.0463306808,0.0384910109,0.0121426466,0.0159151194,0.0246979075,0.0016680567
2245,2626,0,52,75,31,0.1863799283,0.2688172043,0.1111111111,0.2535211268,0.2394366197,0.0281690141,2.2102535776,1.0114042647,0,0.1208226221,0,0.0205655527,0.0025706941,0.0848329049,0.0488431877,0.030848329,0.0179948586,0.028277635,0.0539845758,0
2246,2627,0,77,281,48,0.3092369478,1.1285140562,0.1927710843,0.5611814346,0.5147679325,0.0421940928,3.9501211165,1.0027182645,2.615630577,0.1076458753,0.0040241449,0.0331991952,0.0070422535,0.0653923541,0.0412474849,0.0291750503,0.0271629779,0.0201207243,0.0633802817,-0.0084388186
2247,2628,0,67,126,28,1.4888888889,2.8,0.6222222222,0.2966101695,0.2542372881,0.0169491525,2.5575077391,0.6829081047,0,0.1193921852,0.00723589,0.0253256151,0.005065123,0.0745296671,0.0434153401,0.0325615051,0.007959479,0.01447178,0.0369030391,0.0508474576
2248,2629,0,178,5294,479,0.3429672447,10.2003853565,0.9229287091,0.2532703488,0.2394622093,0.0454215116,5.0494481176,3.6726719251,2.4032159715,0.1275783476,0.0034757835,0.0301424501,0.0106552707,0.0816524217,0.0344159544,0.0446153846,0.0176068376,0.0126495726,0.0184045584,0.0010901163
2249,2630,0,303,772,118,0.6949541284,1.7706422018,0.2706422018,0.1440217391,0.2078804348,0.125,4.0858434911,2.9655934318,2.8901059339,0.0979951885,0.0014434643,0.0153969527,0.0073777065,0.0705693665,0.0275862069,0.0240577386,0.016840417,0.0157177225,0.0354450682,0.004076087
2250,2631,0,298,2673,318,0.5808966862,5.2105263158,0.6198830409,0.1615079365,0.2055555556,0.0853174603,5.2822235252,3.7039829316,2.3187998793,0.1037616686,0.0032348501,0.0210727379,0.0080101051,0.0779136757,0.0427616378,0.0275424382,0.0150959672,0.0122000062,0.020795465,0.005952381
2251,2632,0,235,279,159,0.3865131579,0.4588815789,0.2615131579,0.1074074074,0.1888888889,0.0703703704,3.1453610659,2.3385247948,1.6094379124,0.1146828844,0.0043440487,0.0221546481,0.0086880973,0.0960034752,0.0390964379,0.038662033,0.0208514335,0.0173761946,0.0191138141,0.0111111111
2252,2633,0,296,3670,264,0.2282189668,2.8296067849,0.2035466461,0.5769230769,0.5574980575,0.1138306138,5.5860154485,3.6256832402,3.5389721848,0.1159279468,0.0032887361,0.0279542567,0.0104641603,0.1022497945,0.0656252336,0.0350549368,0.0205546005,0.0120337843,0.0264593766,0.0011655012
2253,2634,0,535,564,310,2.2384937239,2.359832636,1.2970711297,0.1676082863,0.2937853107,0.1845574388,3.9498021389,2.4729488118,1.8636799873,0.0847706913,0.0050808932,0.0221954807,0.0048134777,0.0625752106,0.0489370237,0.0264741276,0.0092258323,0.0128359406,0.0228640193,0
2254,2635,0,697,1895,679,2.4034482759,6.5344827586,2.3413793103,0.1479224377,0.1750692521,0.0315789474,5.0162578225,3.5774688702,3.5235038447,0.0925322028,0.0034240991,0.022093592,0.0028534159,0.0851948475,0.0662807761,0.0252731127,0.0180988097,0.0127180825,0.0250285342,0.0210526316
2255,2636,0,507,1194,381,0.5620842572,1.3237250554,0.4223946785,0.2230623819,0.2117202268,0.0680529301,5.3020723355,3.6951274222,2.8147748269,0.1060046638,0.0021375826,0.0305091333,0.0070928877,0.0787019044,0.0390594637,0.0345899728,0.0175864749,0.018169452,0.0467353284,0.0085066163
2256,2637,0,208,148,137,5.9428571429,4.2285714286,3.9142857143,0.3902439024,0.3333333333,0.0162601626,3.2703576896,1.0888999754,1.0986122887,0.1123778502,0.0016286645,0.0244299674,0.006514658,0.0635179153,0.0325732899,0.0456026059,0.0195439739,0.013029316,0.0374592834,0
2257,2638,0,226,2201,387,0.2671394799,2.6016548463,0.4574468085,0.3659927424,0.3452566096,0.1073094868,4.9966907127,2.9430786633,3.3569981818,0.1029869097,0.0031098575,0.0258190497,0.0126563969,0.0969118392,0.0544586678,0.0394156361,0.0192377233,0.0133796196,0.020250235,0.0165889062
2258,2639,0,71,5184,214,0.0524759793,3.8314855876,0.1581670362,0.19703657,0.1680327869,0.0230138714,4.7707495981,3.4298744966,1.8943120247,0.1124847641,0.0015671252,0.0362876545,0.0137558767,0.0553369319,0.0291485286,0.0685356086,0.0114922514,0.0172732022,0.0208950026,0
2259,2640,0,146,587,94,0.4464831804,1.7951070336,0.2874617737,0.437751004,0.3714859438,0.0140562249,4.4359725859,0.3046360973,2.0431918706,0.1264833575,0.0011577424,0.0199710564,0.0046309696,0.0480463097,0.0318379161,0.0272069465,0.0138929088,0.0167872648,0.0295224313,0.0301204819
2260,2641,0,56,235,30,0.4117647059,1.7279411765,0.2205882353,0.7052631579,0.6736842105,0.0105263158,3.0813657992,1.2424533249,1.0986122887,0.0982567353,0.0015847861,0.0174326466,0.0047543582,0.0998415214,0.0522979398,0.0427892235,0.0221870048,0.0095087163,0.0364500792,0
2261,2642,0,218,1300,241,0.2895086321,1.7264276228,0.3200531209,0.2771693345,0.2754844145,0.0589721988,4.0737504288,3.0326606021,3.7053726899,0.1061799093,0.0022269944,0.0303030303,0.0154298894,0.0996579973,0.0427901058,0.0488348047,0.0169410642,0.0153503539,0.0221108725,0.0050547599
2262,2643,0,124,736,177,0.5344827586,3.1724137931,0.7629310345,0.2827988338,0.278425656,0.0918367347,2.5802169632,1.6572504156,1.6769877743,0.072234763,0.0027088036,0.0322799097,0.0022573363,0.0607223476,0.0591422122,0.0318284424,0.0069977427,0.011738149,0.0498871332,0
2263,2644,0,424,361,526,0.8706365503,0.7412731006,1.0800821355,0.1184971098,0.0751445087,0.063583815,5.3951601552,3.1348077459,1.9459101491,0.1228187919,0.0006711409,0.0345637584,0.0090604027,0.1137583893,0.0469798658,0.0426174497,0.0204697987,0.0151006711,0.0228187919,0.0028901734
2264,2645,0,598,1493,546,0.9692058347,2.4197730956,0.8849270665,0.2731376975,0.273890143,0.1346877351,5.0775561195,3.2244540373,2.2039356221,0.1271707187,0.0048089768,0.0351767744,0.0040965358,0.088253629,0.0494255944,0.0393623653,0.0146940956,0.0137144893,0.0244901594,0.0060195636
2265,2646,0,43,2083,135,0.0934782609,4.5282608696,0.2934782609,0.2979927946,0.3844570252,0.2588780237,3.7271682615,2.5395338307,2.7593318976,0.0901505646,0.0033877039,0.0233375157,0.0094730238,0.0718318695,0.0514429109,0.0393977415,0.0173776662,0.0175031368,0.0235257215,0.0046320124
2266,2647,0,109,141,104,0.9008264463,1.1652892562,0.8595041322,0.3606557377,0.3524590164,0.2868852459,3.2829507133,1.4371226373,2.0794415417,0.064516129,0.0017436792,0.0252833479,0.0017436792,0.0671316478,0.0496948561,0.0156931125,0.0226678291,0.0156931125,0.0575414124,0
2267,2648,0,41,9452,427,0.0457079153,10.5373467113,0.4760312152,0.3190648666,0.2946987158,0.1577214356,3.9836794492,1.8296697304,2.5328611509,0.0992358837,0.0048129404,0.0335417287,0.0125533393,0.0977473454,0.042621812,0.0384539049,0.0196983229,0.0148357646,0.0169197182,0.0029634508
2268,2649,0,32,57,108,0.076372315,0.1360381862,0.2577565632,0.8333333333,0.75,0,2.0317592186,0,0,0.1341463415,0,0.012195122,0,0.0243902439,0.0487804878,0,0.0243902439,0.012195122,0.0609756098,0.125
2269,2650,0,324,2134,288,0.7517401392,4.9512761021,0.6682134571,0.2057026477,0.1955193483,0.1232179226,4.2555176673,1.0959265804,2.3474804104,0.1064864523,0.0059369671,0.0249478936,0.0076422662,0.0954967473,0.0708646498,0.0376428977,0.0130739595,0.010421272,0.016610876,-0.0020366599
2270,2651,0,187,3648,465,0.1458658346,2.8455538222,0.3627145086,0.2452952628,0.2826086957,0.1291369241,5.4400959266,3.2082852687,3.1890554085,0.1162642793,0.0044519459,0.0238741714,0.0128176904,0.0883295418,0.0410215014,0.0389912184,0.014407671,0.0124263105,0.0240698613,0.0337443219
2271,2652,0,86,2698,186,0.1928251121,6.0493273543,0.4170403587,0.2195020747,0.2443983402,0.1190871369,4.6632842739,3.4689633773,2.903674433,0.094095941,0.0026019491,0.0307029993,0.0115905005,0.1132557479,0.0473554736,0.0497208818,0.0174094049,0.0150439966,0.023748699,0.0066390041
2272,2653,0,2491,13830,2091,2.5548717949,14.1846153846,2.1446153846,0.1737150293,0.238776838,0.1363044893,4.9669951099,3.7706342739,3.4404672998,0.0934194729,0.0028014407,0.0312732262,0.0106340404,0.1364130124,0.0544279915,0.0294437139,0.0104625236,0.0038877137,0.0029729575,0.0016265452
2273,2654,0,186,7926,541,0.155,6.605,0.4508333333,0.3245644004,0.2606764605,0.007857875,5.4980627892,3.2779207575,2.3918673607,0.1559708221,0.0010654864,0.0510613884,0.0190148348,0.0742562085,0.0443406278,0.0718793542,0.0239324646,0.0199983608,0.033439882,0.0013665869
2274,2655,0,12863,21410,11783,13.0324214792,21.6919959473,11.9381965552,0.7449056604,0.6905660377,0.0509433962,7.648639812,5.7982024063,5.0564957354,0.1064879357,0.0039678284,0.0261662198,0.0020375335,0.0965147453,0.0540482574,0.0382841823,0.0135120643,0.0150134048,0.0188739946,0.0049056604
2275,2656,0,1988,3804,2283,1.6594323873,3.1752921536,1.9056761269,0.0877358491,0.1012578616,0.0540880503,5.7369828644,4.6535855018,3.2747979502,0.1001853265,0.0008448708,0.0233293361,0.0163523384,0.0560612668,0.0415621934,0.0440150442,0.0209855009,0.0192957593,0.0216395945,0.0012578616
2276,2657,0,111,363,61,0.5663265306,1.8520408163,0.3112244898,0.571969697,0.4659090909,0.0227272727,4.069615427,0.6390318597,1.3862943611,0.1755368814,0.0037348273,0.0392156863,0.010270775,0.0672268908,0.0326797386,0.0690943044,0.010270775,0.0158730159,0.0242763772,0.0075757576
2277,2658,0,116,824,116,0.116,0.824,0.116,0.1989664083,0.1834625323,0.0439276486,3.8130553421,2.4282736375,1.4998770084,0.1181231672,0.0010557185,0.0253372434,0.0100879765,0.0749560117,0.028856305,0.0369501466,0.0141935484,0.0145454545,0.0437536657,0.0064599483
2278,2659,0,964,1754,581,1.1531100479,2.0980861244,0.6949760766,0.8971106413,0.7878787879,0.0091613813,4.8816164524,1.8562701282,2.334443757,0.1395348837,0.0019933555,0.0372093023,0.0112956811,0.1209302326,0.0524916944,0.0451827243,0.023255814,0.0073089701,0.0066445183,0.0049330514
2279,2660,0,671,3477,595,2.0210843374,10.4728915663,1.7921686747,0.4959475106,0.5175607873,0.1983790042,4.6066281938,2.9713032094,3.3441905482,0.1252734309,0.0037859667,0.0335689046,0.0095911156,0.119888945,0.0861517752,0.0303718661,0.0092545852,0.0082449941,0.004963823,0.0042454651
2280,2661,0,912,3420,949,1.0818505338,4.0569395018,1.1257413998,0.3328318917,0.3614140654,0.1346370816,5.873787633,4.8957717073,3.2830444434,0.1039922103,0.0016877637,0.0423239208,0.0078545927,0.0685491723,0.0358974359,0.0394677053,0.0170074651,0.01187926,0.0196689387,0.0297104175
2281,2662,0,647,793,598,2.3189964158,2.8422939068,2.1433691756,0.0505181347,0.0556994819,0.0764248705,4.5507683254,2.5606715935,2.3233068185,0.1260631835,0.002126367,0.035236938,0.0141251519,0.0862697448,0.0466281896,0.0581713244,0.0218712029,0.0139732685,0.0138213852,0.0025906736
2282,2663,0,580,2191,425,0.7661822985,2.894319683,0.5614266843,0.2470284238,0.3669250646,0.2062015504,4.9544483653,4.4238696148,3.8713575119,0.1019657209,0.0028081728,0.0246925535,0.0062941803,0.0859881863,0.0619734676,0.0294373971,0.0248862206,0.0117168587,0.0166553694,0.0894056848
2283,2664,0,75,57,44,9.375,7.125,5.5,0.3636363636,0.2727272727,0.0681818182,1.7328679514,0.5623351446,0,0.1129032258,0,0.0564516129,0.0080645161,0.1129032258,0.0725806452,0.064516129,0.0080645161,0.0161290323,0.0806451613,0
2284,2665,0,64,1913,471,0.1114982578,3.3327526132,0.8205574913,0.0764297167,0.2169962587,0.1517904864,3.9723812103,3.9311500163,3.7697592851,0.0493032148,0.0049806309,0.021230568,0.0031694924,0.089550737,0.0579564321,0.0245006792,0.0122251849,0.0158474619,0.0301856417,0.0032068413
2285,2666,0,758,3152,579,2.054200542,8.5420054201,1.5691056911,0.4701118396,0.4496721944,0.1137678365,5.6682940521,3.2648289971,2.7824840321,0.1270139369,0.001482653,0.0299495898,0.0037066324,0.0606405061,0.0509538401,0.0350400316,0.0190768014,0.0140852031,0.0384995552,0.0038565368
2286,2667,0,187,1919,366,0.1987247609,2.0393198725,0.3889479277,0.1424581006,0.1508379888,0.0430167598,4.8632665537,3.4460442451,3.3249833061,0.1024670729,0.0032927069,0.0258010615,0.0145468842,0.0653135443,0.0355808925,0.0460978966,0.0210340083,0.0135639866,0.0217220366,0
2287,2668,0,859,846,495,14.8103448276,14.5862068966,8.5344827586,0.370565046,0.3600525624,0.1103810775,5.0706625926,3.5281505985,3.1102365214,0.1017507724,0.0026776519,0.0265705458,0.0111225541,0.0784757981,0.0611740474,0.0407826982,0.0216271885,0.0142121524,0.0292481977,0.0013140604
2288,2669,0,360,1548,261,5.8064516129,24.9677419355,4.2096774194,0.3335793358,0.4169741697,0.1763837638,4.8661273731,3.1101858301,3.2303061837,0.0799055304,0.0076756544,0.0250934855,0.0091517418,0.1231056879,0.0587482779,0.0275536312,0.0173194253,0.0105294233,0.0114150758,0.0036900369
2289,2670,0,35,47,35,17.5,23.5,17.5,0.1333333333,0.1555555556,0.4222222222,1.2424533249,1.8882140404,1.1622255449,0.1139240506,0.0042194093,0.0189873418,0.0021097046,0.1286919831,0.0548523207,0.0274261603,0.0210970464,0.0168776371,0.0210970464,0
2290,2671,0,135,820,217,1.08,6.56,1.736,0.3716690042,0.3071528752,0.0939691445,4.7028947986,2.8282604295,1.5910929054,0.1349049128,0.0019809826,0.0311014263,0.0099049128,0.0744849445,0.0429873217,0.0489302694,0.0170364501,0.013866878,0.0330824089,0.0210378682
2291,2672,0,915,1882,167,2.6991150443,5.5516224189,0.4926253687,0.2060502283,0.2294520548,0.0302511416,3.4862907967,1.9890706604,2.5680723267,0.1063464837,0.0017152659,0.0255452095,0.0083925508,0.1054888508,0.0407375643,0.0420852732,0.0164175447,0.0137833864,0.0229110512,0.002283105
2292,2673,0,708,4514,393,0.8378698225,5.3420118343,0.4650887574,0.4381125227,0.413430127,0.0584392015,3.9152401653,2.2364044143,2.6030909477,0.1383370125,0.00481123,0.0233769174,0.002490519,0.1167713817,0.0508292296,0.0310748854,0.0135280466,0.0097356654,0.018452482,-0.0007259528
2293,2674,0,222,394,165,2.2653061225,4.0204081633,1.6836734694,0.3515850144,0.2968299712,0.1239193084,4.0123134292,2.7188714655,1.4861241288,0.0878186969,0.0028328612,0.022190746,0.0061378659,0.0864022663,0.0538243626,0.0358829084,0.0212464589,0.0160528801,0.0288007554,0.0086455331
2294,2675,0,686,503,475,2.8230452675,2.0699588477,1.9547325103,0.2942477876,0.3119469027,0.0730088496,4.4344694165,2.5257752878,2.3110978862,0.1314172883,0.0063624397,0.0239139974,0.0083369899,0.0932426503,0.0421237385,0.038174638,0.0160157964,0.0125054849,0.0256691531,0.0022123894
2295,2676,0,208,1253,275,0.8,4.8192307692,1.0576923077,0.0636215334,0.163132137,0.2373572594,3.7267953483,2.7867963848,2.3319544275,0.1019743147,0.0011500863,0.0253977382,0.0046961855,0.0840521372,0.0422656699,0.0220433199,0.0174429749,0.0093923711,0.0343109067,0.0097879282
2296,2677,0,387,575,341,0.3004658385,0.4464285714,0.2647515528,0.3872255489,0.3872255489,0.1037924152,4.7787463896,2.4855422657,2.345862464,0.1091263397,0.0061708347,0.0311789542,0.0074699578,0.0909386164,0.0503410198,0.0435206236,0.021435531,0.010068204,0.0331276388,-0.001996008
2297,2678,0,113,345,210,0.1031021898,0.3147810219,0.1916058394,0.1402439024,0.1707317073,0.0548780488,3.7349938876,2.8105660629,2.2429732264,0.1123521682,0.0082128778,0.0308804205,0.0075558476,0.1185939553,0.0404073587,0.0321944809,0.0167542707,0.0141261498,0.0282522996,-0.0030487805
2298,2679,0,149,161,114,0.6535087719,0.7061403509,0.5,0.1960784314,0.1764705882,0.0522875817,2.7184734013,1.6114722043,0.6931471806,0.0744897959,0.0020408163,0.0316326531,0.0081632653,0.0714285714,0.037755102,0.0428571429,0.0520408163,0.0489795918,0.0826530612,0.0588235294
2299,2680,0,3053,5407,2675,4.349002849,7.7022792023,3.8105413105,0.3639652677,0.4620115774,0.1559334298,5.4209749321,4.2212451374,3.0969276957,0.1105274108,0.0039009674,0.0323000104,0.0058254447,0.0858212837,0.0458753771,0.0399459066,0.0171122438,0.0197649017,0.016019973,0.000723589
2300,2681,0,656,492,570,1.5471698113,1.1603773585,1.3443396226,0.2167042889,0.3069977427,0.151241535,5.0557609251,3.0657381595,1.3749100133,0.1050420168,0.0039215686,0.0285714286,0.0084033613,0.0893557423,0.0271708683,0.0400560224,0.0299719888,0.0324929972,0.0327731092,0
2301,2682,0,124,55,72,8.2666666667,3.6666666667,4.8,0.3,0.3,0.18,2.3978952728,0.673011667,0,0.0831600832,0.0083160083,0.0083160083,0,0.0582120582,0.027027027,0.0353430353,0.0083160083,0.0291060291,0.0457380457,0.06
2302,2683,0,70,283,92,0.4166666667,1.6845238095,0.5476190476,0.2549019608,0.3019607843,0.1254901961,3.9317336373,2.2154975501,1.2770342595,0.0965488907,0.0020542317,0.0386195563,0.0283483977,0.095727198,0.0562859491,0.0480690222,0.0238290879,0.0086277732,0.0102711586,-0.0039215686
2303,2684,0,591,8799,622,0.699408284,10.4130177515,0.7360946746,0.472734255,0.4013056836,0.0195852535,5.4136800189,3.5787882778,2.9897307243,0.1140413865,0.0019583524,0.0358378484,0.0259155297,0.0974606698,0.0360336837,0.0574450029,0.020889092,0.0113584438,0.013773745,-0.0003840246
2304,2685,0,861,1645,1019,0.823923445,1.5741626794,0.9751196172,0.1963824289,0.2196382429,0.1828165375,5.3262468515,3.3548371295,2.7623124321,0.1006485303,0.005558831,0.0240882675,0.0023582919,0.110671271,0.0533984671,0.027457256,0.0108649878,0.0092647183,0.0214773014,0.0045219638
2305,2686,0,15,93,57,1,6.2,3.8,0.0543478261,0.097826087,0.1195652174,2.3693821197,1.5154125179,1.3862943611,0.0860805861,0.0018315018,0.0311355311,0.0155677656,0.0805860806,0.032967033,0.043040293,0.021978022,0.0201465201,0.0512820513,0
2306,2687,0,100,223,38,3.4482758621,7.6896551724,1.3103448276,0.3217821782,0.3910891089,0.1386138614,3.3496759454,1.8069908458,2.2718685127,0.103960396,0.0057755776,0.0231023102,0.0099009901,0.1122112211,0.0610561056,0.0346534653,0.0181518152,0.0107260726,0.0239273927,0.0198019802
2307,2688,0,240,231,186,0.8921933086,0.8587360595,0.6914498141,0.55,0.52,0.12,3.851661261,2.3488175784,2.0982737395,0.1059459459,0,0.0389189189,0.0086486486,0.0940540541,0.0464864865,0.0345945946,0.0335135135,0.0183783784,0.0335135135,-0.005
2308,2689,0,801,262,613,1.1814159292,0.3864306785,0.9041297935,0.3153153153,0.2927927928,0.0495495495,3.4809353,0.9502705392,0,0.0371449381,0.0029133285,0.0284049527,0.0007283321,0.0342316096,0.0196649672,0.0087399854,0.0036416606,0.0036416606,0.0043699927,0.0045045045
2309,2690,0,164,105,90,1.0445859873,0.6687898089,0.5732484076,0.1666666667,0.2083333333,0.0625,2.3959081193,0.6931471806,0.6365141683,0.1092843327,0.0048355899,0.0328820116,0.001934236,0.1025145068,0.0348162476,0.0241779497,0.0145067698,0.0096711799,0.0386847195,0.0208333333
2310,2691,0,265,52,132,66.25,13,33,0.0784313725,0.0784313725,0.0784313725,1.3862943611,1.560710409,0,0.078,0.004,0.016,0,0.084,0.048,0.006,0.032,0.008,0.052,0
2311,2692,0,624,856,518,1.9318885449,2.6501547988,1.6037151703,0.0935960591,0.145320197,0.0369458128,4.5534057472,2.4666165397,2.509648419,0.085021225,0.0031534263,0.0268041237,0.0178289873,0.0926622195,0.0551849606,0.0428138266,0.0174651304,0.0097028502,0.0406306853,0
2312,2693,0,368,913,407,0.3028806584,0.7514403292,0.3349794239,0.3677018634,0.3577639752,0.098136646,5.0825702825,3.6507384369,3.105357382,0.119897414,0.0057704638,0.0329130156,0.0115409275,0.0810002137,0.0369737123,0.0378285959,0.0217995298,0.017952554,0.0260739474,0.002484472
2313,2694,0,0,1952,544,0,3.7394636015,1.0421455939,0.140537514,0.1752519597,0.131019037,5.3528787018,3.7176083856,2.8314802401,0.0943764583,0.0025713061,0.0312842246,0.0092852721,0.082948431,0.0473786963,0.0489024332,0.0163801724,0.0209037665,0.0233322223,0
2314,2695,0,164,1530,137,0.7592592593,7.0833333333,0.6342592593,0.7428323197,0.6055603823,0.0529973936,4.6855827032,1.8380305947,2.3267927114,0.0730088496,0.0053729456,0.0271807838,0.0069532238,0.1428571429,0.0619469027,0.033817952,0.0183312263,0.0082174463,0.0293931732,-0.0008688097
2315,2696,0,252,738,223,0.8181818182,2.3961038961,0.724025974,0.1770682148,0.2002902758,0.0449927431,4.7701478604,2.7141606629,2.0828283725,0.1252222003,0.0019751136,0.0339719534,0.0106656133,0.0657712818,0.0371321351,0.0357495556,0.0219237606,0.019356113,0.0509579301,0.0116110305
2316,2697,0,940,4386,1025,1.0262008734,4.788209607,1.1189956332,0.2008603574,0.2339510258,0.1237590999,5.7795176668,4.8949470157,3.5302815472,0.0547432148,0.0062079934,0.0382740752,0.0065671335,0.1558668103,0.099122672,0.0284233749,0.0092863373,0.0126725155,0.0155969422,0
2317,2698,0,222,249,160,1.7480314961,1.9606299213,1.2598425197,0.2703862661,0.2274678112,0.0772532189,3.6051592026,1.1122011828,0,0.081407563,0.0031512605,0.0225840336,0.0089285714,0.0493697479,0.0325630252,0.0346638655,0.0294117647,0.0267857143,0.0488445378,0
2318,2699,0,47,75,25,4.7,7.5,2.5,0.1911764706,0.2205882353,0.2205882353,2.302585093,0.5296435025,0,0.0970266041,0.0031298905,0.0312989045,0.0031298905,0.1158059468,0.0453834116,0.0297339593,0.0093896714,0.0187793427,0.0297339593,0
2319,2700,0,150,401,125,0.1152073733,0.3079877112,0.0960061444,0.940509915,0.9065155807,0.0198300283,3.704282678,1.6769877743,0,0.1428571429,0.0178571429,0.0089285714,0.0089285714,0.0446428571,0.0446428571,0.0446428571,0,0.0178571429,0.0267857143,0.0849858357
2320,2701,0,2987,2375,3157,6.697309417,5.3251121076,7.0784753363,0.2873862159,0.2925877763,0.2674469007,5.389163715,4.1433634808,3.5043582376,0.1191550451,0.0021021329,0.0304552912,0.0100492207,0.0710110747,0.0409659557,0.0448113208,0.0126127974,0.0202009844,0.0379922067,-0.0030342436
2321,2702,0,107,272,54,1.0094339623,2.5660377359,0.5094339623,0.4530612245,0.4326530612,0.0571428571,3.325652722,2.0138058939,1.5890269152,0.0983916746,0.0056764428,0.0283822138,0.0037842952,0.1021759697,0.0359508042,0.0416272469,0.0132450331,0.0160832545,0.0227057711,0
2322,2703,0,34,12,9,5.6666666667,2,1.5,0.3,0.2,0.1,0,0,2.7840548869,0.141025641,0,0.0384615385,0,0.0641025641,0.0769230769,0,0.0512820513,0.0384615385,0.0512820513,-0.1
2323,2704,0,636,621,386,2.1486486487,2.097972973,1.3040540541,0.5078740157,0.4606299213,0.1161417323,4.8196163994,2.4438024957,2.7371407185,0.1075697211,0.0024900398,0.0224103586,0.0074701195,0.1070717131,0.0796812749,0.0358565737,0.0129482072,0.0079681275,0.0134462151,0.0039370079
2324,2705,0,437,1091,352,0.6094839609,1.5216178522,0.4909344491,0.284,0.273,0.112,4.4831623797,2.6692744235,2.4883277434,0.1109476781,0.0028367304,0.0345660853,0.0191216642,0.0730195419,0.0372977516,0.0531624291,0.0138684598,0.0108216012,0.0089304476,0.004
2325,2706,0,702,2480,631,0.5433436533,1.919504644,0.4883900929,0.0521989314,0.0928894369,0.1496095356,5.0619063902,3.7440459797,2.7622686923,0.1000686888,0.0026390948,0.0329706084,0.0067242688,0.0757384043,0.0367304147,0.0391525975,0.0204620223,0.0181482954,0.0383211019,0.0012330456
2326,2707,0,180,1007,239,0.8372093023,4.6837209302,1.111627907,0.2713347921,0.2921225383,0.0700218818,4.8066670841,3.075864762,2.4634479239,0.1173361522,0.0016443505,0.028893587,0.0129198966,0.0806906272,0.0513272257,0.0375851539,0.0254874325,0.0182053089,0.0369978858,0.010940919
2327,2708,0,1946,6250,1335,1.5795454546,5.0730519481,1.0836038961,0.413352791,0.3341846042,0.0083910981,5.9772199915,3.6453356409,3.0274131172,0.0743764846,0.0034887173,0.0167755344,0.0072001188,0.0895190024,0.0352583135,0.0414192399,0.0145486936,0.0128414489,0.0112826603,0
2328,2709,0,312,1400,420,0.6419753086,2.8806584362,0.8641975309,0.2646176912,0.2563718141,0.1056971514,5.1264946253,3.4416124217,2.8647385122,0.1063354037,0.0023188406,0.0247619048,0.0059627329,0.065010352,0.044389234,0.0280745342,0.0130020704,0.013747412,0.0439751553,0.0157421289
2329,2710,0,106,2352,256,0.3655172414,8.1103448276,0.8827586207,0.3769784173,0.3798561151,0.0335731415,4.8013132779,3.3443838581,2.6137604336,0.0990871808,0.0039687789,0.0290382326,0.0076729726,0.0855271861,0.0471623231,0.0411430083,0.0170657494,0.0159412621,0.0257970631,0.0091127098
2330,2711,0,389,393,81,1.8975609756,1.9170731707,0.3951219512,0.4485488127,0.4116094987,0.0211081794,3.8849288661,1.0986122887,2.7551837579,0.1412093674,0.0041943376,0.0262146103,0.015379238,0.0971688221,0.0513806361,0.0503320517,0.0167773506,0.0132820692,0.0136315973,0.0131926121
2331,2712,0,145,1860,257,0.1878238342,2.4093264249,0.3329015544,0.0649064906,0.0896589659,0.0693069307,4.1138276067,3.2709477929,2.2240443452,0.1211471977,0.0022885524,0.0285825583,0.0218142864,0.0812679554,0.0400740128,0.0614500657,0.0180649559,0.0126113843,0.0230802941,0.00110011
2332,2713,0,76,1940,91,0.0989583333,2.5260416667,0.1184895833,0.146393972,0.1469321851,0.052744887,3.9821320296,2.3685558977,2.5092141355,0.100443672,0.0034761927,0.0248822211,0.0101084023,0.0591410145,0.0325664364,0.034213054,0.0168320907,0.0136760737,0.0434524082,0
